1999_15_NYJ_DAL,Tom White,Jim Quirk,Paul Weidner,Ron Marinucci,Bob Waggoner,Gary Lane,Scott Edwards
1999_15_SEA_DEN,Bob McElwee,Scott Dawson,James Wilson,Ron Phares,Jim Howe,Ken Baker,Bill Lovett
1999_15_WAS_IND,Ed Hochuli,Chad Brown,George Hayward,Michael Spanier,Don Carey,Laird Hayes,Jim Saracino
1999_15_SD_MIA,Phil Luckett,Bob Wagner,Gary Slaughter,Byron Boston,Bill Leavy,Ron Liebsack,David Warden
1999_15_TB_OAK,Tony Corrente,Ron Botchan,Terry Gierke,Tom Barnes,Buddy Horton,Doug Toole,Tom Sifferman
1999_15_NE_PHI,Walt Coleman,Jeff Rice,Dale Hamer,Mark Steinkerchner,Robert Lawing,Neely Dunn,Bob McGrath
1999_15_NYG_STL,Gerry Austin,Jim Duke,NA,NA,NA,NA,NA
1999_15_ATL_TEN,Bill Carollo,Butch Hannah,Tony Veteri,Ben Montgomery,Perry Pagamelli,Larry Rose,Tim Millis
1999_15_GB_MIN,Mike Carey,Garth DeFelice,Sid Semon,Walt Anderson,Ron Spitler,Tommy Moore,Pete morelli
1999_16_DAL_NO,Ed Hochuli,Chad Brown,George Hayward,Michael Spanier,Don Carey,Laird Hayes,Jim Saracino
1999_16_DEN_DET,Bernie Kukar,Carl Paganelli,Tom Johnson,Jeff Bergman,Bill Schmitz,Dave Wyant,Lloyd McPeters
1999_16_ARI_ATL,Gerry Austin,Jim Duke,John Schleyer,Rusty Baynes,Jack Vaughan,Rick Patterson,Kevin Mack
1999_16_CIN_BAL,Tony Corrente,Ron Botchan,Terry Gierke,Tom Barnes,Buddy Horton,Doug Toole,Tom Sifferman
1999_16_IND_CLE,Phil Luckett,Bob Wagner,Gary Slaughter,Byron Boston,Bill Leavy,Ron Liebsack,David Warden
1999_16_BUF_NE,Mike Carey,Garth DeFelice,Sid Semon,Walt Anderson,Ron Spitler,Tommy Moore,Peter Morelli
1999_16_MIN_NYG,Johnny Grier,Brian Balliet,Tom Stabile,Dave Anderson,Scott Green,Dean Look,Duke Carroll
1999_16_CAR_PIT,Ron Winter,Ed Coukart,Sanford Rivers,Bruce Maurer,Billy Smith,Tom Hill,Steve Zimmer
1999_16_OAK_SD,Jeff Triplette,Jim Daopoulos,Earnie Frantz,Gary Arthur,Bobby Skelton,Terry McAulay,Boris Cheek
1999_16_KC_SEA,Bill Carollo,Butch Hannah,Tony Veteri,Ben Montgomery,Perry Paganelli,Larry Rose,Tim Millis
1999_16_WAS_SF,Ron Blum,Steve Wilson,Mark Hittner,Aaron Pointer,Kirk Dornan,Bill Spyksma,Al Jury
1999_16_CHI_STL,Tom White,Jim Quirk,Paul Weidner,Ron Marinucci,Bob Waggoner,Gary Lane,Scott Edwards
1999_16_GB_TB,Dick Hantak,Carl Madsen,Mark Baltz,Tom Stephan,Don Dorkowski,Don Carlsen,Scott Steenson
1999_16_JAX_TEN,Walt Coleman,Jeff Rice,Dale Hamer,Mark Steinkerchner,Robert Lawing,Neely Dunn,Bob McGrath
1999_16_NYJ_MIA,Bob McElwee,Scott Dawson,James Wilson,Ron Phares,Jim Howey,Ken Baker,Bill Lovett
1999_17_IND_BUF,Bob McElwee,Scott Dawson,James Wilson,Ron Phares,Jim Howey,Ken Baker,Bill Lovett
1999_17_NO_CAR,Gerry Austin,Jim Duke,John Schleyer,Ron Baynes,Jack Vaughn,Rick Patterson,Kevin Mack
1999_17_TB_CHI,Ron Winter,Ed Coukart,Sanford Rivers,Bruce Maurer,Billy Smith,Tom Hill,Steve Zimmer
1999_17_NYG_DAL,Ron Blum,Steve Wilson,Mark Hittner,Aaron Pointer,Kirk Dornan,Bill Spyksma,Al Jury
1999_17_SD_DEN,Bill Carollo,Butch Hannah,Tony Veteri,Ben Montgomery,Perry Paganelli,Larry Rose,Tim Millis
1999_17_ARI_GB,Bernie Kukar,Carl Paganelli,Tom Johnson,Jeff Bergman,Bobby Skelton,Dave Wyant,Lloyd McPeters
1999_17_CIN_JAX,Larry Nemmers,Neil Gereb,Dale Williams,Charles Stewart,Bill Schmitz,Tom Fincken,Paul Baetz
1999_17_OAK_KC,Walt Coleman,Jeff Rice,Dale Hamer,Mark Steinkerchner,Robert Lawing,Neely Dunn,Bob McGrath
1999_17_DET_MIN,Tony Corrente,Ron Botchan,Terry Gierke,Tom Barnes,Buddy Horton,Doug Toole,Tom Siffernan
1999_17_BAL_NE,Phil Luckett,Bob Wagner,Gary Slaughter,Byron Boston,Bill Leavy,Ron Liebsack,David Warden
1999_17_SEA_NYJ,Johnny Grier,Brian Balliet,Tom Stabile,Dave Anderson,Scott Green,Dean Look,Dave Carroll
1999_17_STL_PHI,Mike Carey,Garth DeFelice,Sid Semon,Walt Anderson,Ron Spitler,Tommy Moore,Peter Morelli
1999_17_TEN_PIT,Tom White,Jim Quirk,Paul Weidner,Ron Marinucci,Bob Waggoner,Gary Lane,Kevin Mack
1999_17_MIA_WAS,Dick Hantak,Carl Madsen,Mark Baltz,Tom Stephan,Don Dorkowski,Don Carlsen,Scott Steenson
1999_17_SF_ATL,Ed Hochuli,Chad Brown,George Hayward,Michael Spanier,Don Carey,Laird Hayes,Jim Saracino
1999_18_BUF_TEN,Phil Luckett,Bob Wagner,Mark Hittner,Byron Boston,Kirk Dornan,Tommy Moore,Al Jury
1999_18_DET_WAS,Bob McElwee,Neil Gereb,Terry Gierke,Ben Montgomery,Bill Leavy,Larry Rose,Paul Baetz
1999_18_DAL_MIN,Gerry Austin,Garth DeFelice,Earnie Frantz,Aaron Pointer,Bob Waggoner,Tom Fincken,David Warden
1999_18_MIA_SEA,Tony Corrente,Ron Botchan,Paul Weidner,Gary Arthur,Don Dorkowski,Terry McAulay,Scott Steenson
1999_19_MIA_JAX,Ed Hochuli,Chad Brown,Tony Veteri,Tom Barnes,Perry Paganelli,Dave Wyant,Duke Carroll
1999_19_WAS_TB,Dick Hantak,Curt Madsen,George Hayward,Ron Phares,Don Carey,Doug Toole,Peter Morelli
1999_19_TEN_IND,Johnny Grier,Brian Balliet,Tom Stabile,Jeff Bergman,Bobby Skelton,Don Carlsen,Lloyd McPeters
1999_19_MIN_STL,Walt Coleman,Jim Daopoulos,Gary Slaughter,Mark Steinkerchner,Billy Smith,Laird Hayes,Jim Saracino
1999_20_TEN_JAX,Bernie Kukar,Jim Quirk,John Schleyer,Ron Baynes,Scott Green,Rick Patterson,Bill Lovett
1999_20_TB_STL,Bill Carollo,Ed Coukart,Mark Baltz,Walt Anderson,Ron Spitler,Neely Dunn,Tim Millis
1999_21_STL_TEN,Bob McElwee,Ron Botchan,Earnie Frantz,Byron Boston,Bill Leavy,Tom Fincken,Al Jury
2000_01_SF_ATL,Walt Coleman,Undrey Wash,John Schleyer,Dave Anderson,Ron Spitler,Bill Spyksma,Scott Steenson
2000_01_JAX_CLE,Bernie Kukar,Bill Schuster,Dale Hamer,Mark Steinkerchner,Billy Smith,Tom Hill,Scott Edwards
2000_01_IND_KC,Larry Nemmers,Chad Brown,Mark Baltz,Mike Spanier,Bill Leavy,Carl Cheffers,Tom Sifferman
2000_01_CHI_MIN,Ed Hochuli,Neil Gereb,Mark Hittner,Mark Perlman,Don Carey,Laird Hayes,Jim Saracino
2000_01_TB_NE,Jeff Triplette,Scott Dawson,Earnie Frantz,Bruce Maurer,Richard Reels,Larry Rose,Steve Zimmer
2000_01_DET_NO,Tony Corrente,RON BOTCHAN,Aaron Pointer,Tom Barnes,Buddy Horton,Don Carlsen,Peter Morelli
2000_01_ARI_NYG,Bill Carollo,Butch Hannah,Tom Stabile,Ben Montgomery,Scott Green,John Parry,Tim Millis
2000_01_BAL_PIT,Phil Luckett,Carl Paganelli,George Hayward,Ron Marinucci,Robert Lawing,Terry McAulay,Lloyd McPeters
2000_01_CAR_WAS,Bob McElwee,Jeff Rice,Tony Veteri,Ron Phares,Tony Steratore,Neely Dunn,Bill Lovett
2000_01_PHI_DAL,Tom White,Jim Quirk,Ed Camp,Gary Arthur,Bob Waggoner,Tommy Moore,Boris Cheek
2000_01_NYJ_GB,Mike Carey,Garth DeFelice,Dale Williams,Walt Anderson,Keith Ferguson,Doug Toole,Dave Warden
2000_01_SEA_MIA,Ron Winter,Ed Coukart,Tom Johnson,Byron Boston,Perry Paganelli,Dave Wyant,Bob McGrath
2000_01_SD_OAK,Ron Blum,Steve Wilson,Terry Gierke,Charles Stewart,Kirk Dornan,Ron Liebsack,Al Jury
2000_01_TEN_BUF,Johnny Grier,Brian Balliet,James Wilson,Jeff Bergman,Bill Schmitz,Dean Look,Duke Carroll
2000_01_DEN_STL,Gerry Austin,Jim Duke,Paul Weidner,Ron Baynes,Jim Howey,Rick Patterson,Keven Mack
2000_02_OAK_IND,Bob McElwee,Bob Waggoner,Tony Veteri,Ron Phares,Bobby Skelton,Neely Dunn,Bill Lovett
2000_02_JAX_BAL,Johnny Grier,Brian Balliet,James Wilson,Jeff Bergman,Bill Schmitz,Dean Look,Duke Carroll
2000_02_GB_BUF,Walt Coleman,Undrey Wash,John Schleyer,Dave Anderson,Ron Spitler,Bill Spyksma,Scott Steenson
2000_02_CLE_CIN,Phil Luckett,Carl Paganelli,Gary Slaughter,Ron Marinucci,Robert Lawing,Terry McAulay,Lloyd McPeters
2000_02_MIA_MIN,Gerry Austin,Jim Duke,Paul Weidner,Ron Baynes,Jim Howey,Rick Patterson,Keven Mack
2000_02_NYG_PHI,Ron Winter,Ed Coukart,Tom Johnson,Byron Boston,Perry Paganelli,Dave Wyant,Bob McGrath
2000_02_CHI_TB,Bernie Kukar,BILL SCHUSTER,Dale Hamer,Mark Steinkerchner,Bill Smith,Tom Hill,Scott Edwards
2000_02_KC_TEN,Mike Carey,Garth DeFelice,Dale Williams,Walt Anderson,Keith Ferguson,Doug Toole,Dave Warden
2000_02_ATL_DEN,Tony Corrente,RON BOTCHAN,Aaron Pointer,Tom Barnes,Buddy Horton,Don Carlsen,Peter Morelli
2000_02_WAS_DET,Jeff Triplette,Scott Dawson,Earnie Frantz,Bruce Maurer,Richard Reels,Larry Rose,Steve Zimmer
2000_02_NO_SD,Dick Hantak,Carl Madsen,George Hayward,Tom Stephan,Don Dorkowski,Tom Fincken,Paul Baetz
2000_02_STL_SEA,Larry Nemmers,Chad Brown,Mark Baltz,Michael Spanier,Bill Leavy,Ken Baker,Tom Sifferman
2000_02_CAR_SF,Ed Hochuli,Neil Gereb,Mark Hittner,Mark Perlman,Don Carey,Laird Hayes,Jim Saracino
2000_02_DAL_ARI,Ron Blum,Steve Wilson,Terry Gierke,Charles Stewart,Kirk Dornan,Ron Liebsack,Al Jury
2000_02_NE_NYJ,Tom White,Jim Quirk,Ed Camp,Gary Arthur,Bob Waggoner,Tommy Moore,Boris Cheek
2000_03_ATL_CAR,Larry Nemmers,Chad Brown,Mark Baltz,Michael Spanier,Bill Leavy,Carl Cheffers,Tom Sifferman
2000_03_PIT_CLE,Bob McElwee,Jeff Rice,Tony Veteri,Ron Phares,Tony Steratore,Neely Dunn,Bill Lovett
2000_03_TB_DET,Gerry Austin,Jim Duke,Paul Weidner,Ron Baynes,Jim Howey,Rick Patterson,Keven Mack
2000_03_PHI_GB,Tony Corrente,RON BOTCHAN,Aaron Pointer,Tom Barnes,Buddy Horton,Don Carlsen,Peter Morelli
2000_03_CIN_JAX,Ed Hochuli,Neil Gereb,Mark Hittner,Mark Perlman,Don Carey,Laird Hayes,Jim Saracino
2000_03_SD_KC,Johnny Grier,Brian Balliet,James Wilson,Jeff Bergman,Bill Schmitz,Dean Look,Duke Carroll
2000_03_BUF_NYJ,Ron Winter,Ed Coukart,Tom Johnson,Byron Boston,Perry Paganelli,Dave Wyant,Ken Baker
2000_03_SF_STL,Bernie Kukar,BILL SCHUSTER,Dale Hamer,Mark Steinkerchner,Billy Smith,Tom Hill,Scott Edwards
2000_03_DEN_OAK,Mike Carey,Garth DeFelice,Dale Williams,Walt Anderson,Keith Ferguson,Doug Toole,David Warden
2000_03_NYG_CHI,Dick Hantak,Carl Madsen,George Hayward,Tom Stephan,Don Dorkowski,Tom Fincken,Paul Baetz
2000_03_MIN_NE,Phil Luckett,Carl Paganelli,Gary Slaughter,Ron Marinucci,Robert Lawing,Terry McAulay,Lloyd McPeters
2000_03_NO_SEA,Walt Coleman,Bob Wagner,John Schleyer,Dave Anderson,Bobby Skelton,Bill Spyksma,Scott Steenson
2000_03_BAL_MIA,Jeff Triplette,Scott Dawson,Earnie Frantz,Bruce Maurer,Richard Reels,Larry Rose,Steve Zimmer
2000_03_DAL_WAS,Bill Carollo,Butch Hannah,Tom Stabile,Ben Montgomery,Scott Green,JOHN PARRY,Tim Millis
2000_04_STL_ATL,Bill Carollo,Butch Hannah,Tom Stabile,Ben Montgomery,Scott Green,JOHN PARRY,Tim Millis
2000_04_CIN_BAL,Bob McElwee,Jeff Rice,Tony Veteri,Ron Phares,Tony Steratore,Neely Dunn,Bill Lovett
2000_04_DET_CHI,Ron Blum,Steve Wilson,Terry Gierke,Charles Stewart,Kirk Dornan,Ron Liebsack,Al Jury
2000_04_SF_DAL,Jeff Triplette,Scott Dawson,Earnie Frantz,Bruce Maurer,Richard Reels,Larry Rose,Steve Zimmer
2000_04_NE_MIA,Ed Hochuli,Neil Gereb,Mark Hittner,Mark Perlman,Don Carey,Laird Hayes,Jim Aracino
2000_04_PHI_NO,Gerry Austin,Jim Duke,Paul Weidner,Ron Baynes,Jim Howey,Rick Patterson,Keven Mack
2000_04_TEN_PIT,Walt Coleman,Undrey Wash,John Schleyer,Dave Anderson,Ron Spitler,Bill Spyksma,Scott Steenson
2000_04_GB_ARI,Dick Hantak,Carl Madsen,George Hayward,Tom Stephan,Don Dorkowski,Tom Fincken,Paul Baetz
2000_04_KC_DEN,Tom White,Jim Quirk,Ed Camp,Gary Arthur,Bob Waggoner,Tommy Moore,Boris Cheek
2000_04_CLE_OAK,Larry Nemmers,Chad Brown,Mark Baltz,Michael Spanier,Bill Leavy,Carl Cheffers,Tom Sifferman
2000_04_SEA_SD,Tony Corrente,RON BOTCHAN,Aaron Pointer,Tom Barnes,Buddy Horton,Don Carlsen,Peter Morelli
2000_04_NYJ_TB,Phil Luckett,Bob Wagner,Gary Slaughter,Ron Marinucci,Bobby Skelton,Terry McAulay,Lloyd McPeters
2000_04_WAS_NYG,Bernie Kukar,Bill Schuster,Dale Hamer,Mark Steinkerchner,Billy Smith,Tom Hill,Scott Edwards
2000_04_JAX_IND,Mike Carey,Garth DeFelice,Tom Stabile,Walt Anderson,Keith Ferguson,Doug Toole,Ken Baker
2000_05_IND_BUF,Gerry Austin,Bob Wagner,Paul Weidner,Ron Baynes,Bobby Skelton,Rick Patterson,Keven Mack
2000_05_DAL_CAR,Johnny Grier,Brian Balliet,James Wilson,Jeff Bergman,Bill Schmitz,Dean Look,Duke Carroll
2000_05_BAL_CLE,Dick Hantak,Carl Madsen,George Hayward,Tom Stephan,Don Dorkowski,Tom Fincken,Paul Baetz
2000_05_MIN_DET,Bill Carollo,Butch Hannah,Tom Stabile,Ben Montgomery,Scott Green,JOHN PARRY,Tim Millis
2000_05_PIT_JAX,Jeff Triplette,Scott Dawson,Earnie Frantz,Bruce Maurer,Richard Reels,Larry Rose,Steve Zimmer
2000_05_SD_STL,Bob McElwee,Jeff Rice,Tony Veteri,Ron Phares,Tony Steratore,Neely Dunn,Bill Lovett
2000_05_NYG_TEN,Larry Nemmers,Chad Brown,Mark Baltz,Mike Spainer,Bill Leavy,Carl Cheffers,Tom Sifferman
2000_05_MIA_CIN,Tom White,Jim Quirk,Ed Camp,Gary Arthur,Bob Waggoner,Tommy Moore,Boris Cheek
2000_05_NE_DEN,Ron Blum,Steve Wilson,Terry Gierke,Charles Stewart,Kirk Dornan,Ken Baker,Al Jury
2000_05_CHI_GB,Ron Winter,Ed Coukart,Tom Johnson,Byron Boston,Perry Paganelli,Dave Wyant,Bob McGrath
2000_05_ARI_SF,Mike Carey,Garth DeFelice,Aaron Pointer,Walt Anderson,Keith Ferguson,Doug Toole,Dave Warden
2000_05_TB_WAS,Walt Coleman,Undrey Wash,John Schleyer,Dave Anderson,Ron Spitler,Bill Spyksma,Scott Steenson
2000_05_ATL_PHI,Phil Luckett,Carl Paganelli,Gary Slaughter,Tom Barnes,Robert Lawing,Terry McAulay,Lloyd McPeters
2000_05_SEA_KC,Ed Hochuli,Neil Gereb,Mark Hittner,Mark Perlman,Don Carey,Laird Hayes,Jim Saracino
2000_06_NO_CHI,Bob McElwee,Jeff Rice,Tony Veteri,Ron Phares,Tony Steratore,Neely Dunn,Bill Lovett
2000_06_TEN_CIN,Bill Carollo,Butch Hannah,Tom Stabile,Ben Montgomery,Scott Green,John Parry,Tim Millis
2000_06_GB_DET,Larry Nemmers,Bob Wagner,Mark Baltz,Mike Spanier,Bobby Skelton,Carl Cheffers,Tom Sifferman
2000_06_BUF_MIA,Bernie Kukar,BILL SCHUSTER,Dale Hamer,Mark Steinkerchner,Billy Smith,Tom Hill,Scott Edwards
2000_06_IND_NE,Walt Coleman,Undrey Wash,John Schleyer,Dave Anderson,Ron Spitler,Bill Spyksma,Scott Steenson
2000_06_PIT_NYJ,Gerry Austin,Jim Duke,Paul Weidner,Ron Baynes,Jim Howey,Rick Patterson,Keven Mack
2000_06_WAS_PHI,Dick Hantak,Carl Madsen,George Hayward,Tom Stephan,Don Dorkowski,Ken Baker,Paul Baetz
2000_06_CLE_ARI,Tom White,Jim Quirk,Ed Camp,Gary Arthur,Bob Waggoner,Tommy Moore,Boris Cheek
2000_06_NYG_ATL,Johnny Grier,Brian Balliet,James Wilson,Jeff Bergman,Bill Schmitz,Dean Look,Duke Carroll
2000_06_SEA_CAR,Phil Luckett,Carl Paganelli,Gary Slaughter,Ron Marinucci,Robert Lawing,Terry McAulay,Lloyd McPeters
2000_06_DEN_SD,Ed Hochuli,Neil Gereb,Mark Hittner,Mark Perlman,Don Carey,Laird Hayes,Jim Saracino
2000_06_OAK_SF,Ron Blum,Steve Wilson,Terry Gierke,Charles Stewart,Kirk Dornan,Ron Liebsack,Al Jury
2000_06_BAL_JAX,Ron Winter,Ed Coukart,Tom Johnson,Byron Boston,Perry Paganelli,Dave Wyant,Bob McGrath
2000_06_TB_MIN,Tony Corrente,RON BOTCHAN,Aaron Pointer,Tom Barnes,Buddy Horton,Don Carlsen,Peter Morelli
2000_07_SD_BUF,Bill Carollo,Bob Wagner,Tom Stabile,Ben Montgomery,Bobby Skelton,JOHN PARRY,Tim Millis
2000_07_OAK_KC,Tony Corrente,RON BOTCHAN,Aaron Pointer,Tom Barnes,Buddy Horton,Don Carlsen,Peter Morelli
2000_07_CAR_NO,Mike Carey,Garth DeFelice,Dale Williams,Walt Anderson,Keith Ferguson,Doug Toole,Dave Warden
2000_07_DAL_NYG,Ron Winter,Ed Coukart,Tom Johnson,Byron Boston,Perry Paganelli,Dave Wyant,Bob McGrath
2000_07_CIN_PIT,Phil Luckett,Carl Paganelli,Gary Slaughter,Ron Marinucci,Robert Lawing,Terry McAulay,Lloyd McPeters
2000_07_ATL_STL,Jeff Triplette,Scott Dawson,Earnie Frantz,Bruce Maurer,Richard Reels,Larry Rose,Steve Zimmer
2000_07_BAL_WAS,Tom White,Jim Quirk,Ed Camp,Gary Arthur,Bob Waggoner,Tommy Moore,Boris Cheek
2000_07_PHI_ARI,Ron Blum,Steve Wilson,Terry Gierke,Charles Stewart,Kirk Dornan,Ron Liebsack,Al Jury
2000_07_CLE_DEN,Walt Coleman,Undrey Wash,John Schleyer,Dave Anderson,Ron Spitler,Bill Spyksma,Scott Steenson
2000_07_NYJ_NE,Johnny Grier,Brian Balliet,Sanford Rivers,Jeff Bergman,Bill Schmitz,Ken Baker,Duke Carroll
2000_07_IND_SEA,Dick Hantak,Carl Madsen,George Hayward,Tom Stephan,Don Dorkowski,Tom Fincken,Paul Baetz
2000_07_SF_GB,Bob McElwee,Jeff Rice,Tony Veteri,Ron Phares,Tony Steratore,Neely Dunn,Bill Lovett
2000_07_MIN_CHI,Larry Nemmers,Chad Brown,Mark Baltz,Mike Spanier,Bill Leavy,Carl Cheffers,Tom Sifferman
2000_07_JAX_TEN,Bernie Kukar,BILL SCHUSTER,Dale Hamer,Mark Steinkerchner,Billy Smith,Tom Hill,Scott Edwards
2000_08_DET_TB,Tom White,Jim Quirk,Sanford Rivers,Gary Arthur,Bob Waggoner,Ken Baker,Boris Cheek
2000_08_NE_IND,Tony Corrente,RON BOTCHAN,Aaron Pointer,Tom Barnes,Buddy Horton,Don Carlsen,Peter Morelli
2000_08_NO_ATL,Dick Hantak,Carl Madsen,George Hayward,Ron Marinucci,Don Dorkowski,Tom Fincken,Paul Baetz
2000_08_TEN_BAL,Gerry Austin,Jim Duke,Paul Weidner,Ron Baynes,Jim Howey,Rick Patterson,Keven Mack
2000_08_SF_CAR,Ron Winter,Ed Coukart,Tom Johnson,Byron Boston,Perry Paganelli,Dave Wyant,Bob McGrath
2000_08_DEN_CIN,Jeff Triplette,Scott Dawson,Earnie Frantz,Bruce Maurer,Richard Reels,Larry Rose,Steve Zimmer
2000_08_ARI_DAL,Bernie Kukar,Bob Wagner,Dale Hamer,Mark Steinkerchner,Bobby Skelton,Tom Hill,Scott Edwards
2000_08_STL_KC,Mike Carey,Garth DeFelice,Dale Williams,Walt Anderson,Keith Ferguson,Terry McAulay,Dave Warden
2000_08_BUF_MIN,Ron Blum,Steve Wilson,Terry Gierke,Charles Stewart,Kirk Dornan,Ron Liebsack,Al Jury
2000_08_CHI_PHI,Johnny Grier,Brian Balliet,James Wilson,Jeff Bergman,Bill Schmitz,Dean Look,Duke Carroll
2000_08_SEA_OAK,Bill Carollo,Butch Hannah,Tom Stabile,Ben Montgomery,Scott Green,JOHN PARRY,Tim Millis
2000_08_CLE_PIT,Ed Hochuli,Neil Gereb,Mark Hittner,Mark Perlman,Don Carey,Laird Hayes,Jim Saracino
2000_08_WAS_JAX,Bob McElwee,Jeff Rice,Tony Veteri,Ron Phares,Tony Steratore,Neely Dunn,Bill Lovett
2000_08_MIA_NYJ,Walt Coleman,Undrey Wash,John Schleyer,Dave Anderson,Ron Spitler,Bill Spyksma,Scott Steenson
2000_09_CAR_ATL,Tom White,Jim Quirk,Ed Camp,Gary Arthur,Bob Waggoner,Tommy Moore,Boris Cheek
2000_09_PIT_BAL,Bernie Kukar,BILL SCHUSTER,Dale Hamer,Mark Steinkerchner,Billy Smith,Tom Hill,Scott Edwards
2000_09_NYJ_BUF,Bob McElwee,Jeff Rice,Sanford Rivers,Ron Phares,Tony Steratore,Ken Baker,Bill Lovett
2000_09_CIN_CLE,Johnny Grier,Brian Balliet,James Wilson,Jeff Bergman,Billy Smith,Dean Look,Duke Carroll
2000_09_DET_IND,Mike Carey,Garth DeFelice,Dale Williams,Walt Anderson,Keith Ferguson,Doug Toole,Dave Warden
2000_09_GB_MIA,Gerry Austin,Jim Duke,Paul Weidner,Ron Baynes,Jim Howey,Rick Patterson,Keven Mack
2000_09_MIN_TB,Phil Luckett,Carl Paganelli,Gary Slaughter,Ron Marinucci,Robert Lawing,Terry McAulay,Lloyd McPeters
2000_09_NO_ARI,Larry Nemmers,Chad Brown,Mark Baltz,Mike Spainer,Bill Leavy,Carl Cheffers,Tom Sifferman
2000_09_PHI_NYG,Jeff Triplette,Bob Wagner,Earnie Frantz,Bruce Maurer,Bobby Skelton,Larry Rose,Steve Zimmer
2000_09_STL_SF,Ed Hochuli,Neil Gereb,Mark Hittner,Mark Perlman,Don Carey,Laird Hayes,Jim Saracino
2000_09_JAX_DAL,Bill Carollo,Butch Hannah,Tom Stabile,Ben Montgomery,Scott Green,JOHN PARRY,Tim Millis
2000_09_KC_SEA,Ron Blum,Steve Wilson,Terry Gierke,Charles Stewart,Kirk Dornan,Ron Liebsack,Al Jury
2000_09_OAK_SD,Dick Hantak,Carl Madsen,George Hayward,Tom Stephan,Don Dorkowski,Tom Fincken,Paul Baetz
2000_09_TEN_WAS,Ron Winter,Ed Coukart,Tom Johnson,Byron Boston,Perry Paganelli,Dave Wyant,Bob McGrath
2000_10_TB_ATL,Bernie Kukar,BILL SCHUSTER,Sanford Rivers,Mark Steinkerchner,Billy Smith,Ken Baker,Scott Edwards
2000_10_IND_CHI,Ed Hochuli,Bob Wagner,Mark Hittner,Mark Perlman,Bobby Skelton,Laird Hayes,Jim Saracino
2000_10_BAL_CIN,Walt Coleman,Undrey Wash,John Schleyer,Dave Anderson,Ron Spitler,Bill Spyksma,Scott Steenson
2000_10_NYG_CLE,Tony Corrente,Ron Botchan,Aaron Pointer,Tom Barnes,Buddy Horton,Don Carlsen,Peter Morelli
2000_10_MIA_DET,Jeff Triplette,Scott Dawson,Earnie Frantz,Bruce Maurer,Richard Reels,Larry Rose,Steve Zimmer
2000_10_BUF_NE,Tom White,Jim Quirk,Ed Camp,Gary Arthur,Bob Waggoner,Tommy Moore,Boris Cheek
2000_10_SF_NO,Phil Luckett,Carl Paganelli,Gary Slaughter,Ron Marinucci,Robert Lawing,Terry McAulay,Lloyd McPeters
2000_10_DAL_PHI,Mike Carey,Garth DeFelice,Dale Williams,Walt Anderson,Keith Ferguson,Doug Toole,Dave Warden
2000_10_PIT_TEN,Ron Blum,Steve Wilson,Terry Gierke,Charles Stewart,Kirk Dornan,Ron Liebsack,Al Jury
2000_10_WAS_ARI,Bill Carollo,Butch Hannah,Tom Stabile,Ben Montgomery,Scott Green,JOHN PARRY,Tim Millis
2000_10_DEN_NYJ,Gerry Austin,Brian Balliet,Paul Weidner,Ron Baynes,Jim Howey,Rick Patterson,Keven Mack
2000_10_KC_OAK,Ron Winter,Ed Coukart,Tom Johnson,Byron Boston,Perry Paganelli,Dave Wyant,Bob McGrath
2000_10_SD_SEA,Larry Nemmers,Chad Brown,Mark Baltz,Michael Spanier,Bill Leavy,Carl Cheffers,Tom Sifferman
2000_10_CAR_STL,Bob McElwee,Jeff Rice,Tony Veteri,Ron Phares,Tony Steratore,Neely Dunn,Bill Lovett
2000_10_MIN_GB,Dick Hantak,Carl Madsen,George Hayward,Tom Stephan,Don Dorkowski,Tom Fincken,Paul Baetz
2000_11_CHI_BUF,Ron Winter,Ed Coukart,Tom Johnson,Byron Boston,Perry Paganelli,Dave Wyant,Bob McGrath
2000_11_NO_CAR,Ron Blum,Steve Wilson,Terry Gierke,Charles Stewart,Kirk Dornan,Ron Liebsack,Al Jury
2000_11_CIN_DAL,Ed Hochuli,Neil Gereb,Mark Hittner,Mark Perlman,Don Carey,Laird Hayes,Jim Saracino
2000_11_ATL_DET,Walt Coleman,Undrey Wash,Sanford Rivers,Dave Anderson,Ron Spitler,Ken Baker,Scott Steenson
2000_11_SEA_JAX,Tom White,Jim Quirk,Ed Camp,Gary Arthur,Bob Waggoner,Tommy Moore,Boris Cheek
2000_11_ARI_MIN,Bob McElwee,Jeff Rice,Tony Veteri,Ron Phares,Tony Steratore,Neely Dunn,Bill Lovett
2000_11_PHI_PIT,Dick Hantak,Carl Madsen,George Hayward,Tom Stephan,Don Dorkowski,Tom Fincken,Paul Baetz
2000_11_BAL_TEN,Mike Carey,Garth DeFelice,Dale Williams,Walt Anderson,Keith Ferguson,Doug Toole,Dave Warden
2000_11_NE_CLE,Gerry Austin,Jim Duke,Paul Weidner,Ron Baynes,Jim Howey,Rick Patterson,Keven Mack
2000_11_MIA_SD,Tony Corrente,Ron Botchan,Aaron Pointer,Ron Marinucci,Buddy Horton,Don Carlsen,Peter Morelli
2000_11_KC_SF,Johnny Grier,Brian Balliet,James Wilson,Jeff Bergman,Bill Schmitz,Dean Look,Duke Carroll
2000_11_STL_NYG,Bernie Kukar,Bill Schuster,Dale Hamer,Mark Steinkerchner,Billy Smith,Tom Hill,Scott Edwards
